NAME	B cells	Ductal cells 1	Myeloid & Macrophage	T and NK cells	Perivascular cells	Acinar cells	Activated DC	Fenestrated EC	Mast cells	pDCs	Plasma cells	myCAF	ICAF
ERP27	1.000 	1.000 	1.000 	1.000 	1.000 	56.808 	1.000 	1.000 	4.961 	1.000 	1.000 	1.000 	1.000 
ESAM	1.148 	3.395 	1.001 	1.201 	31.485 	1.074 	1.018 	98.867 	1.135 	1.036 	1.035 	1.000 	1.000 
F2RL3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	41.609 	1.000 	1.000 	1.000 	1.000 	1.000 
FAIM3	56.454 	1.000 	1.333 	16.366 	10.366 	2.054 	1.918 	1.000 	4.369 	2.170 	1.770 	1.000 	1.000 
FAM107A	1.055 	1.000 	1.000 	1.066 	1.000 	1.029 	1.001 	22.950 	1.055 	1.006 	1.000 	1.000 	1.000 
FAM110D	1.001 	1.000 	1.000 	1.002 	1.000 	1.000 	1.000 	24.715 	1.001 	1.000 	1.000 	1.000 	1.000 
FAM129C	24.318 	1.000 	1.000 	1.021 	1.000 	1.007 	1.000 	1.000 	1.012 	46.408 	1.000 	1.000 	1.000 
FAM159A	16.867 	1.000 	5.629 	7.976 	1.000 	3.706 	1.003 	1.000 	1.071 	1.031 	3.783 	1.000 	1.000 
FAM167B	1.092 	1.000 	1.000 	1.142 	1.000 	1.046 	1.006 	48.565 	1.088 	1.023 	1.006 	1.000 	1.000 
FAM92B	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	20.031 	1.000 	1.000 
FBXO2	1.000 	6.117 	1.000 	1.633 	1.000 	33.856 	3.601 	1.000 	1.000 	1.000 	2.330 	1.000 	1.000 
FCER2	48.352 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.136 	1.000 	1.000 
FCN3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	29.807 	1.000 	1.000 	1.000 	1.000 	1.000 
FGL1	1.000 	1.000 	1.000 	1.000 	1.000 	28.527 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
FLT1	1.000 	1.000 	2.170 	1.000 	1.000 	1.000 	1.000 	30.469 	1.000 	1.000 	1.000 	1.000 	1.000 
FLT3	1.000 	1.000 	2.113 	1.000 	1.000 	1.000 	19.011 	1.000 	1.000 	10.574 	1.368 	1.000 	1.000 
FOLR2	4.570 	1.000 	15.926 	1.044 	1.000 	1.056 	1.000 	2.176 	1.035 	2.772 	3.498 	1.000 	1.000 
FOXA3	1.000 	32.363 	1.000 	1.000 	1.000 	11.207 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
FOXP3	1.000 	1.000 	1.000 	10.253 	1.000 	3.364 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
FPR3	1.193 	1.000 	26.608 	1.282 	1.000 	1.161 	7.757 	1.001 	3.830 	1.050 	4.762 	1.000 	1.000 
FUT3	1.033 	17.976 	1.000 	1.041 	1.000 	1.007 	1.000 	1.000 	1.033 	1.001 	1.000 	1.000 	1.000 
FUT7	4.263 	1.000 	1.771 	1.044 	1.000 	1.006 	8.740 	1.000 	1.032 	36.776 	1.000 	1.000 	1.000 
GABRP	1.000 	28.645 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
GALNT6	3.823 	7.888 	4.086 	2.879 	1.000 	1.002 	6.612 	1.000 	19.655 	2.311 	1.468 	1.000 	1.000 
GAPT	28.479 	1.000 	19.906 	1.000 	1.000 	4.427 	5.047 	1.245 	15.027 	30.977 	2.409 	1.000 	1.000 
GBP5	1.000 	1.000 	4.155 	15.266 	1.000 	1.000 	2.545 	1.000 	3.512 	1.000 	3.616 	1.000 	1.000 
GCSAML	1.228 	1.000 	1.005 	1.284 	1.000 	1.080 	1.031 	1.000 	23.094 	1.049 	1.024 	1.000 	1.000 
GIMAP1	1.049 	1.000 	11.387 	24.957 	1.000 	3.866 	1.000 	22.828 	12.167 	1.001 	2.304 	1.000 	1.000 
GJA4	1.000 	1.000 	1.000 	1.000 	51.971 	1.000 	1.000 	26.251 	1.000 	1.000 	1.000 	1.000 	1.000 
GJB1	1.000 	8.837 	1.000 	1.000 	1.000 	18.514 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
GLCCI1	2.709 	1.439 	1.806 	6.120 	1.000 	2.109 	1.000 	1.000 	1.000 	4.072 	16.630 	1.000 	1.000 
GNMT	1.000 	1.000 	1.000 	1.000 	1.000 	13.492 	1.653 	1.000 	1.000 	2.683 	1.603 	1.000 	1.000 
GPR18	15.844 	1.000 	1.449 	4.156 	1.000 	1.000 	3.053 	1.000 	1.000 	2.060 	1.000 	1.000 	1.000 
GPR34	3.215 	1.000 	26.943 	1.000 	1.000 	5.784 	1.000 	1.436 	19.004 	1.000 	2.194 	1.000 	1.000 
GPR35	1.000 	9.015 	3.720 	1.000 	1.000 	1.000 	3.806 	1.000 	27.625 	1.000 	1.000 	1.000 	1.000 
GPR4	1.000 	1.000 	1.000 	1.000 	22.080 	1.000 	1.000 	16.028 	1.000 	1.000 	1.000 	1.000 	1.000 
GSTA2	1.000 	1.000 	1.000 	1.000 	1.000 	52.779 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
HDC	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	72.632 	1.000 	1.000 	1.000 	1.000 
HECW2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	16.834 	1.000 	1.000 	1.000 	1.000 	1.000 
HES6	1.000 	2.242 	1.437 	1.000 	1.000 	18.686 	2.158 	1.000 	4.673 	1.000 	1.000 	1.000 	1.000 
HHEX	29.265 	2.011 	15.826 	1.000 	1.000 	4.656 	2.155 	25.197 	14.623 	15.825 	3.589 	1.000 	1.000 
HID1	1.000 	5.629 	1.000 	1.000 	1.000 	7.192 	1.000 	2.478 	1.000 	2.344 	16.312 	1.000 	1.000 
HIGD1B	1.000 	1.000 	1.000 	1.001 	51.041 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
HIST1H1D	5.896 	1.000 	2.074 	7.012 	1.000 	1.000 	1.000 	1.000 	1.000 	14.717 	8.598 	1.000 	1.000 
HIST1H2BG	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	14.424 	1.000 	1.000 
HMSD	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	17.774 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
HOMER2	1.000 	1.000 	1.000 	1.000 	1.000 	15.425 	14.883 	1.633 	3.933 	1.941 	1.000 	1.000 	1.000 
HPGDS	1.000 	1.000 	14.062 	1.000 	1.000 	1.000 	6.945 	1.291 	192.916 	1.000 	2.255 	1.000 	1.000 
HPN	1.000 	1.000 	1.000 	1.000 	1.000 	26.212 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
HS3ST1	3.599 	23.291 	3.946 	1.000 	3.766 	1.000 	1.000 	7.293 	17.037 	1.928 	1.000 	1.000 	1.000 
HSH2D	23.494 	7.065 	2.020 	7.288 	1.000 	1.000 	7.211 	1.000 	5.606 	10.315 	37.669 	1.000 	1.000 
IFNG	1.217 	1.000 	1.006 	23.088 	1.001 	1.167 	3.105 	2.186 	1.209 	1.050 	3.755 	1.000 	1.000 
IGFBP1	1.000 	15.283 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
IGLL1	1.020 	1.000 	1.000 	1.027 	1.000 	1.003 	1.000 	1.000 	1.019 	1.000 	14.906 	1.000 	1.000 
IGSF6	1.100 	1.115 	47.327 	1.142 	1.000 	8.393 	19.254 	4.224 	1.070 	7.747 	3.487 	1.000 	1.000 
IL13	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	12.929 	1.000 	1.000 	1.000 	1.000 
IL17RB	1.000 	1.000 	1.000 	1.000 	1.000 	3.322 	1.000 	1.000 	12.479 	1.000 	1.000 	1.000 	1.000 
IL22RA1	1.002 	3.761 	1.000 	1.006 	1.000 	25.592 	1.000 	1.000 	1.002 	1.000 	1.000 	1.000 	1.000 
IL2RA	4.609 	1.000 	3.800 	13.057 	1.000 	1.000 	1.000 	1.000 	3.092 	1.000 	1.000 	1.000 	1.000 
IL2RB	1.000 	1.000 	1.000 	30.382 	1.445 	1.000 	2.834 	1.000 	1.000 	1.000 	2.288 	1.000 	1.000 
IL3RA	1.000 	1.000 	5.126 	1.000 	1.000 	1.000 	5.509 	40.387 	7.427 	89.978 	1.348 	1.000 	1.000 
INHBB	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	25.725 	1.000 	1.000 	1.000 	1.000 	1.000 
IPCEF1	1.000 	1.000 	1.970 	10.029 	1.000 	1.000 	1.000 	1.000 	1.000 	2.101 	1.000 	1.000 	1.000 
IRF4	4.895 	1.000 	2.022 	3.143 	1.000 	2.466 	16.607 	1.000 	1.000 	64.712 	13.259 	1.000 	1.000 
ITGA6	1.257 	24.947 	2.999 	3.597 	1.001 	7.594 	1.034 	21.605 	1.243 	1.052 	29.093 	1.000 	1.000 
ITGB4	1.243 	29.092 	1.009 	1.322 	1.001 	1.159 	1.033 	6.711 	1.348 	2.091 	1.045 	1.000 	1.000 
ITGB6	1.247 	15.460 	1.008 	1.317 	1.001 	19.000 	1.034 	1.000 	1.237 	1.051 	1.035 	1.000 	1.000 
ITK	1.000 	1.000 	1.000 	20.891 	1.000 	1.000 	1.000 	1.000 	8.533 	1.000 	1.528 	1.000 	1.000 
KANK3	1.288 	1.000 	1.013 	1.402 	1.464 	1.178 	2.970 	30.801 	1.284 	1.059 	1.036 	1.000 	1.000 
KCNA5	1.046 	1.000 	1.000 	1.055 	8.627 	1.020 	1.000 	1.000 	1.045 	10.612 	1.000 	1.000 	1.000 
KCNH2	1.042 	1.000 	1.000 	1.050 	1.000 	1.017 	1.000 	1.000 	18.201 	1.001 	1.000 	1.000 	1.000 
KCNK3	1.039 	1.000 	1.000 	1.049 	4.396 	25.568 	1.000 	1.000 	1.039 	1.001 	1.000 	1.000 	1.000 
KCNN1	1.057 	1.000 	1.000 	1.074 	1.000 	1.030 	10.444 	1.000 	1.055 	1.007 	1.000 	1.000 	1.000 
KCNN3	1.057 	1.000 	1.000 	1.068 	1.000 	1.030 	1.001 	2.118 	1.055 	1.008 	25.440 	1.000 	1.000 
KDR	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	34.136 	1.000 	1.000 	1.000 	1.000 	1.000 
KIAA0125	25.824 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	13.271 	8.060 	31.190 	1.000 	1.000 
KIAA1324	1.000 	2.383 	1.000 	1.000 	1.000 	33.865 	2.842 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
KIT	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.737 	4.378 	77.573 	1.000 	1.000 	1.000 	1.000 
KLK10	1.000 	27.312 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
KLK11	1.000 	44.316 	1.000 	1.000 	1.000 	9.669 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
KLRC1	1.000 	1.000 	1.000 	17.579 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
KLRG1	1.000 	1.000 	1.000 	18.657 	1.000 	1.000 	1.000 	3.524 	28.263 	1.000 	1.000 	1.000 	1.000 
KRT1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	44.480 	1.000 	1.000 	1.000 	1.000 
KRT5	1.000 	1.290 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	43.978 	1.000 	1.000 	1.000 
KRTCAP3	1.000 	26.232 	1.000 	1.000 	1.000 	26.819 	1.000 	1.111 	1.000 	1.000 	2.023 	1.000 	1.000 
LAMA3	1.000 	20.393 	1.000 	1.000 	4.269 	1.000 	1.000 	1.000 	2.011 	1.000 	1.000 	1.000 	1.000 
LAMB3	1.000 	67.341 	1.000 	1.000 	2.229 	1.000 	5.948 	1.000 	1.000 	1.000 	2.193 	1.000 	1.000 
LAMP3	1.000 	1.000 	1.544 	1.000 	1.000 	2.449 	146.391 	1.000 	1.000 	1.000 	3.330 	1.000 	1.000 
LILRA2	1.000 	1.000 	9.518 	1.000 	1.000 	1.000 	4.321 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LILRA4	4.184 	1.000 	1.440 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	134.295 	1.000 	1.000 	1.000 
LINC01094	1.000 	1.000 	10.967 	1.000 	1.000 	4.122 	4.061 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LIPH	1.152 	45.965 	1.001 	1.213 	1.000 	1.071 	1.020 	1.000 	1.143 	1.037 	1.019 	1.000 	1.000 
LMO2	1.031 	1.000 	5.310 	1.033 	1.000 	2.386 	1.000 	20.785 	1.021 	1.000 	1.000 	1.000 	1.000 
LOR	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	12.472 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
LY75	4.441 	4.058 	4.347 	4.888 	1.000 	1.000 	27.999 	1.465 	3.999 	1.935 	3.108 	1.000 	1.000 
LY9	39.628 	1.000 	1.000 	9.413 	1.000 	1.000 	1.000 	1.000 	2.355 	16.123 	18.663 	1.000 	1.000 
LYL1	32.244 	1.000 	12.165 	3.420 	1.314 	2.964 	6.165 	8.877 	40.036 	3.904 	2.499 	1.000 	1.000 
MAG	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.909 	11.058 	1.000 	1.000 	1.000 	1.000 
MAL2	1.000 	78.258 	1.000 	1.000 	1.000 	6.138 	1.000 	1.079 	1.000 	1.000 	1.000 	1.000 	1.000 
MARCO	1.000 	2.006 	18.692 	1.000 	1.455 	1.000 	1.000 	1.000 	1.000 	1.000 	4.218 	1.000 	1.000 
MATK	3.966 	1.000 	4.894 	18.293 	1.000 	1.000 	1.000 	1.000 	16.691 	2.080 	1.000 	1.000 	1.000 
MISP	1.000 	38.897 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.559 	1.000 	1.000 	1.000 	1.000 
MIXL1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	7.892 	1.000 	1.000 
MREG	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	10.117 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
MS4A1	149.931 	1.000 	1.618 	4.639 	1.711 	1.000 	1.000 	1.000 	3.511 	1.000 	4.006 	1.000 	1.000 
MS4A2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	38.549 	1.000 	1.000 	1.000 	1.000 
MSR1	2.937 	1.000 	29.191 	1.056 	1.873 	7.251 	1.000 	2.054 	1.040 	1.002 	3.385 	1.000 	1.000 
MT1H	1.043 	11.032 	1.000 	1.055 	1.000 	41.354 	1.000 	1.000 	1.042 	1.001 	1.711 	1.000 	1.000 
NCCRP1	1.000 	1.000 	1.000 	1.000 	1.000 	2.683 	48.809 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
NELL2	1.000 	3.363 	1.000 	9.716 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
NME8	1.000 	1.000 	2.463 	1.000 	1.000 	1.000 	1.000 	1.000 	2.116 	9.956 	1.000 	1.000 	1.000 
NOSTRIN	1.191 	5.172 	1.002 	1.248 	1.001 	3.292 	1.620 	26.529 	1.184 	1.050 	1.020 	1.000 	1.000 
NRIP2	1.000 	1.000 	1.000 	1.000 	14.547 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
NRN1	1.000 	1.000 	1.710 	1.000 	1.000 	1.000 	3.362 	23.470 	1.000 	1.000 	1.000 	1.000 	1.000 
NUAK2	8.504 	1.000 	3.880 	2.270 	1.000 	1.952 	23.806 	1.000 	2.474 	4.990 	6.328 	1.000 	1.000 
OLFM4	1.000 	17.547 	1.378 	1.000 	1.000 	92.864 	1.000 	1.000 	1.000 	1.000 	3.964 	1.000 	1.000 
OSCAR	1.000 	1.000 	15.975 	1.000 	1.000 	2.624 	11.127 	1.000 	1.000 	1.000 	1.597 	1.000 	1.000 
P2RX1	1.000 	1.000 	1.593 	1.000 	1.000 	20.031 	1.000 	1.000 	31.342 	13.828 	17.467 	1.000 	1.000 
P2RX5	37.427 	1.000 	1.093 	3.582 	1.000 	1.000 	1.000 	1.000 	1.978 	1.000 	5.898 	1.000 	1.000 
P2RY10	18.926 	1.000 	1.669 	15.127 	1.000 	1.000 	24.277 	1.000 	5.402 	1.000 	5.878 	1.000 	1.000 
P2RY13	1.000 	1.000 	15.486 	1.000 	1.000 	4.255 	15.554 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
P2RY6	1.000 	1.000 	6.250 	1.000 	1.000 	1.000 	3.523 	19.689 	1.000 	20.582 	2.234 	1.000 	1.000 
P2RY8	7.749 	1.000 	2.101 	7.658 	1.000 	1.000 	19.968 	4.130 	1.000 	2.032 	6.661 	1.000 	1.000 
PALD1	1.000 	1.000 	8.202 	1.000 	4.882 	3.845 	1.000 	1.661 	1.000 	19.639 	1.614 	1.000 	1.000 
PAQR5	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	9.176 	1.000 	1.000 	1.000 	1.000 
PAX5	13.609 	1.000 	1.000 	1.002 	1.000 	1.000 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 
PCDH12	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	17.085 	1.000 	1.000 	1.000 	1.000 	1.000 
PCDH17	1.000 	1.000 	1.000 	1.000 	4.208 	1.000 	1.000 	47.258 	1.000 	1.000 	1.000 	1.000 	1.000 
PFKFB2	1.000 	3.335 	2.060 	1.000 	1.099 	1.000 	1.000 	1.000 	3.484 	18.478 	1.000 	1.000 	1.000 
PGLYRP2	1.006 	1.000 	1.000 	4.939 	1.000 	1.005 	1.000 	1.000 	3.027 	1.000 	12.554 	1.000 	1.000 
PI3	1.000 	16.503 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
PKHD1L1	8.550 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	2.033 	1.000 	1.000 	15.593 	1.000 	1.000 
PKIB	1.000 	5.585 	20.058 	1.000 	1.000 	4.520 	15.108 	1.858 	1.000 	2.088 	4.827 	1.000 	1.000 
PKP3	1.000 	35.717 	1.000 	1.000 	1.000 	8.779 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
PLA2G10	1.000 	29.794 	1.000 	1.000 	1.000 	5.884 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
PLS1	1.000 	25.631 	1.000 	1.000 	1.000 	2.575 	1.000 	1.000 	1.000 	1.000 	1.523 	1.000 	1.000 
PLVAP	1.018 	1.000 	1.964 	1.025 	1.000 	1.003 	1.000 	213.208 	1.018 	5.510 	1.000 	1.000 	1.000 
PNLIPRP1	1.234 	1.000 	1.009 	1.303 	1.001 	198.408 	1.971 	1.000 	1.228 	1.052 	2.009 	1.000 	1.000 
PNOC	13.149 	1.000 	1.000 	1.000 	1.000 	1.000 	1.990 	1.160 	1.000 	16.883 	27.648 	1.000 	1.000 
PODXL	1.248 	7.251 	1.007 	1.326 	1.001 	24.031 	1.034 	54.585 	1.239 	1.051 	1.031 	1.000 	1.000 
POU2AF1	31.767 	1.000 	1.000 	1.000 	1.000 	1.992 	1.000 	1.000 	1.000 	1.000 	56.604 	1.000 	1.000 
PPAP2C	1.000 	33.451 	1.000 	1.000 	1.000 	1.000 	1.000 	2.091 	1.000 	1.000 	2.147 	1.000 	1.000 
PPM1J	1.008 	1.100 	1.274 	1.017 	1.000 	3.049 	1.000 	1.000 	1.008 	13.189 	1.000 	1.000 	1.000 
PRAP1	1.000 	17.445 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
PRF1	1.000 	1.000 	1.000 	34.845 	1.000 	3.447 	1.000 	1.764 	2.751 	1.000 	2.117 	1.000 	1.000 
PRKCQ-AS1	1.243 	1.000 	1.009 	15.680 	1.001 	1.127 	1.033 	1.125 	2.181 	1.055 	1.035 	1.000 	1.000 
PROC	1.000 	4.112 	1.369 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	13.820 	1.000 	1.000 	1.000 
PRSS22	1.021 	20.042 	1.000 	1.034 	1.000 	1.016 	1.000 	1.000 	1.021 	1.000 	1.000 	1.000 	1.000 
PTAFR	3.461 	2.236 	19.483 	1.000 	1.000 	2.562 	3.661 	2.463 	25.595 	1.000 	1.000 	1.000 	1.000 
PTCRA	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	63.775 	2.057 	1.000 	1.000 
PTF1A	1.000 	1.000 	1.000 	1.000 	1.000 	16.259 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
PTPRB	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	37.153 	5.036 	1.000 	1.000 	1.000 	1.000 
PYHIN1	5.103 	1.000 	1.000 	31.630 	1.000 	2.840 	1.003 	1.000 	1.119 	1.021 	1.724 	1.000 	1.000 
RAB25	1.000 	43.993 	1.000 	1.000 	1.000 	13.173 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
RAB27B	1.000 	11.035 	1.000 	1.000 	1.000 	2.006 	1.000 	1.000 	18.588 	1.000 	1.000 	1.000 	1.000 
RAB37	6.264 	1.000 	1.000 	5.164 	1.000 	1.000 	1.000 	1.000 	16.997 	1.000 	1.000 	1.000 	1.000 
RASAL3	17.521 	1.000 	8.995 	28.131 	1.229 	5.179 	1.767 	4.318 	5.924 	11.256 	6.390 	1.000 	1.000 
RASGRP1	3.387 	1.000 	1.000 	13.019 	1.000 	1.047 	1.786 	1.000 	1.055 	1.006 	2.735 	1.000 	1.000 
RASGRP4	1.055 	1.000 	4.079 	1.069 	1.000 	1.037 	1.001 	1.000 	16.708 	2.023 	1.001 	1.000 	1.000 
RBPJL	1.000 	1.000 	1.000 	1.000 	1.000 	15.435 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
REG3G	1.002 	1.000 	1.000 	1.005 	1.000 	175.155 	1.000 	1.854 	1.008 	1.000 	1.000 	1.000 	1.000 
RIC3	24.443 	1.000 	1.000 	6.991 	1.482 	9.328 	1.000 	1.000 	4.821 	1.000 	8.444 	1.000 	1.000 
RNF125	4.124 	1.425 	4.070 	14.286 	1.000 	1.000 	1.000 	10.066 	1.000 	3.483 	1.000 	1.000 	1.000 
RNF144B	2.991 	1.566 	16.569 	1.000 	1.000 	3.014 	32.390 	1.652 	1.000 	9.139 	2.076 	1.000 	1.000 
RNF186	1.000 	4.780 	1.000 	1.000 	1.000 	13.777 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
RP11-117D22.2	3.693 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	15.556 	1.000 	1.000 	1.000 
RP11-16E12.2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	32.545 	1.000 	1.000 
RP11-215G15.5	1.006 	1.000 	1.000 	1.013 	1.508 	1.000 	10.996 	1.000 	1.006 	1.000 	1.155 	1.000 	1.000 
RP11-290F5.1	1.001 	1.000 	1.000 	1.003 	1.000 	1.000 	1.000 	1.000 	1.001 	1.000 	31.426 	1.000 	1.000 
RP11-297B17.3	10.219 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
RP11-320N7.2	1.000 	1.000 	1.000 	1.000 	1.000 	25.170 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
RP11-350J20.12	1.104 	24.069 	1.000 	1.144 	1.000 	1.050 	1.009 	1.000 	1.101 	1.029 	1.007 	1.000 	1.000 
RP11-354E11.2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	80.818 	1.000 	1.000 	1.000 	1.000 
RP11-462G2.1	1.066 	55.759 	1.000 	1.102 	1.000 	20.971 	1.003 	1.000 	3.468 	1.016 	1.006 	1.000 	1.000 
RP11-492E3.2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	17.851 	1.000 	1.000 
RP11-685N3.1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	13.090 	1.000 	1.000 
RP11-76E17.3	1.008 	1.000 	1.590 	1.018 	1.000 	1.001 	1.000 	1.000 	12.507 	12.178 	1.000 	1.000 	1.000 
RP11-94L15.2	16.270 	1.000 	1.000 	10.330 	1.055 	1.000 	2.425 	1.000 	12.676 	1.000 	6.944 	1.000 	1.000 
RP5-887A10.1	51.810 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	13.393 	1.000 	1.000 
RPH3AL	1.000 	1.719 	1.199 	1.001 	1.000 	21.441 	2.954 	4.500 	1.000 	4.708 	1.218 	1.000 	1.000 
S1PR1	4.290 	1.000 	1.000 	1.000 	1.000 	1.000 	5.548 	38.028 	4.649 	1.000 	1.000 	1.000 	1.000 
SASH3	24.112 	1.000 	12.058 	13.551 	1.000 	4.378 	4.808 	1.000 	4.399 	12.481 	5.445 	1.000 	1.000 
SCARF1	1.018 	1.000 	5.388 	1.026 	1.349 	1.008 	1.000 	26.801 	1.018 	1.000 	1.000 	1.000 	1.000 
SCIMP	19.651 	1.000 	15.217 	1.000 	1.000 	1.960 	1.939 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SCML4	3.500 	1.000 	1.000 	14.204 	1.000 	1.000 	1.738 	1.000 	3.509 	1.480 	1.433 	1.000 	1.000 
SCNN1B	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.598 	1.000 	1.000 	21.612 	1.000 	1.000 
SDR16C5	1.000 	28.677 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SDS	1.120 	1.166 	19.980 	1.197 	1.000 	3.152 	4.117 	2.155 	1.112 	1.035 	3.651 	1.000 	1.000 
SEMA3F	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	15.983 	1.000 	1.000 	1.000 	1.000 	1.000 
SEMA7A	8.253 	4.064 	1.594 	1.000 	1.000 	1.000 	23.094 	1.698 	8.466 	17.291 	4.203 	1.000 	1.000 
SFN	1.123 	83.654 	1.001 	1.196 	1.000 	1.081 	1.014 	1.000 	1.114 	1.033 	1.024 	1.000 	1.000 
SFRP5	1.000 	1.000 	1.000 	1.000 	1.000 	12.708 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SFTA2	1.000 	40.913 	1.000 	1.000 	1.000 	1.000 	1.000 	1.561 	1.000 	1.000 	1.000 	1.000 	1.000 
SHD	1.109 	1.000 	1.000 	1.151 	1.000 	1.051 	1.009 	1.000 	1.103 	27.515 	1.007 	1.000 	1.000 
SIDT1-AS1	9.326 	1.000 	1.000 	5.176 	1.000 	1.001 	1.000 	1.426 	1.019 	1.864 	1.818 	1.000 	1.000 
